,Day 3,Day 5,Day 10,Day 12,Day 14,Day 18,Day 22,Day 23,Day 26,Day 27,Day 28,Day 30,Day 38,Day 39,Day 40,Day 41,Day 45
sp|P01857|IGHG1_HUMAN,0.346577797,0.36655386,0.209545172,0.141316235,0.152028105,0.152553228,0.153326851,0.16612794,0.157191009,0.16785396,0.160322847,0.137884887,0.160103815,0.12663741,0.135849622,0.152274313,0.136335164
sp|P12269|IMDH2_CRIGR,0.000375197,0.00041529,0.000596309,0.000630358,0.00059727,0.000804844,0.000799785,0.000884272,0.000770342,0.000834361,0.000740963,0.000533298,0.000648304,0.000699454,0.000740672,0.000731635,0.000601603
sp|P35950|LDLR_CRIGR;tr|G3HVQ6|G3HVQ6_CRIGR;tr|G3HVQ5|G3HVQ5_CRIGR,7.09308E-05,8.93598E-05,0.000166933,0.000166234,0.000151777,0.000153444,0.000157673,0.000136696,0.000182654,0.000170021,8.35339E-05,0.000239016,0.000253114,0.000165448,0.000250625,0.000263443,0.00037843
sp|P83337|OFUT1_CRIGR,3.02614E-05,1.39647E-05,1.06738E-05,1.33537E-05,3.47616E-05,4.31514E-05,2.41795E-05,0,3.69822E-05,1.34406E-05,6.12745E-05,3.67941E-05,8.57145E-06,6.88738E-05,2.51712E-05,9.84268E-06,5.59885E-05
tr|A4URF0|A4URF0_CRIGR;tr|G3I474|G3I474_CRIGR,0.000108028,0.000131185,1.15367E-05,0,0,0,0,0,6.98861E-06,9.76412E-06,4.51541E-05,1.8484E-05,2.01508E-05,8.50119E-06,3.16187E-05,0,0
tr|C0SSX9|C0SSX9_CRIGR,0,0,0,4.19333E-06,1.57539E-06,7.61245E-07,0,3.62463E-06,0,0,0,0,6.34813E-07,0,0,0,0
tr|F7J0L2|F7J0L2_CRIGR,0.000107749,8.15649E-05,0.000549374,0.00037119,0.000496427,0.000224929,0.000144628,0.0003183,0.000182566,0.000150521,0.0002415,0.000268752,0.000275734,0.000261628,0.000265549,0.000163886,0.000103812
tr|G3GR61|G3GR61_CRIGR,0,0,8.46227E-06,1.03213E-05,0,2.0887E-06,2.24054E-05,1.86886E-05,7.55475E-05,2.53606E-06,5.32812E-05,1.97339E-06,2.71598E-05,8.98313E-05,1.24282E-05,6.52281E-06,0
tr|G3GR64|G3GR64_CRIGR,0.000946442,0.001009962,0.000446242,0.000305668,0.000342041,0.000391524,0.000400667,0.000430827,0.00033512,0.000421487,0.000419625,0.000331584,0.000365091,0.000327298,0.000349701,0.000340972,0.000477803
tr|G3GR69|G3GR69_CRIGR,0,0,0,1.44918E-06,0,3.29234E-06,6.60533E-06,2.53844E-06,0,0,0,0,0,0,0,0,0
tr|G3GR71|G3GR71_CRIGR,0,0,3.60496E-06,8.26624E-06,2.15821E-06,7.43106E-06,3.14699E-06,0,0,6.40534E-06,0,0,0,2.94964E-06,0,4.23285E-06,0
tr|G3GR73|G3GR73_CRIGR;tr|G3ILV6|G3ILV6_CRIGR,0.00055505,0.000515168,0.000589462,0.000541361,0.000505202,0.00046907,0.000284028,0.000225239,0.000249058,0.000243788,0.000320517,0.000436896,0.000355717,0.000578528,0.000389456,0.000511919,0.000629544
tr|G3GR85|G3GR85_CRIGR,7.93343E-07,0,0,5.89349E-07,0,7.51979E-07,0,0,7.61585E-06,0,1.81331E-06,0,0,2.70276E-05,4.21177E-06,0,7.85939E-07
tr|G3GR86|G3GR86_CRIGR,7.04297E-07,0,9.87601E-06,1.95905E-05,1.68781E-06,1.48724E-05,1.74922E-05,3.00343E-05,2.7427E-05,1.67881E-05,1.60945E-05,2.93386E-06,2.67398E-05,1.21163E-05,1.53102E-05,1.97283E-05,6.37355E-06
tr|G3GR89|G3GR89_CRIGR,0,0,9.87743E-06,0,0,2.03063E-06,1.811E-06,1.22027E-06,1.63538E-06,0,0,0,1.41629E-06,2.06552E-06,0,0,0
tr|G3GR90|G3GR90_CRIGR,0.000200684,0.000252775,0.000206816,0.000175534,0.000151102,0.000154137,0.000123121,6.5374E-05,9.58515E-05,0.000111867,0.000100659,0.000178371,0.000100153,0.000119849,0.000119861,0.000133698,9.5411E-05
tr|G3GRA0|G3GRA0_CRIGR,1.72724E-05,2.25967E-05,3.49815E-05,2.47374E-05,3.38629E-05,3.57909E-06,3.53482E-06,2.176E-06,4.03696E-06,4.50276E-06,4.2249E-06,5.34244E-06,4.95643E-06,1.34486E-06,0,0,0
tr|G3GRA4|G3GRA4_CRIGR,0,2.28082E-06,1.90156E-05,2.00074E-05,2.82343E-05,2.96037E-05,4.26103E-05,5.62013E-05,3.78831E-05,2.3829E-05,3.95364E-05,4.5355E-05,4.6692E-05,2.3464E-05,4.84881E-05,7.09382E-05,9.73052E-05
tr|G3GRB1|G3GRB1_CRIGR,2.77888E-06,2.74793E-06,1.13787E-05,4.35243E-05,2.16521E-05,4.68148E-05,3.27824E-05,3.41891E-05,3.78254E-05,4.31365E-05,4.83892E-05,3.76834E-05,3.31076E-05,4.56386E-05,4.64203E-05,3.57984E-05,6.28191E-05
tr|G3GRB9|G3GRB9_CRIGR,0,0,0,0,0,0,0,0,0,0,0,0,1.02758E-06,1.06201E-06,0,0,0
tr|G3GRE1|G3GRE1_CRIGR,3.38087E-05,1.75632E-05,9.11637E-05,9.09131E-05,7.21144E-05,0.000121901,0.000103419,0.000103502,7.01983E-05,7.68278E-05,6.17571E-05,6.28763E-05,7.54597E-05,6.82945E-05,5.58087E-05,7.59367E-05,2.5791E-05
tr|G3GRF9|G3GRF9_CRIGR,3.56062E-06,1.63649E-06,0,0,0,0,1.74659E-06,1.43044E-06,1.70591E-06,3.02788E-06,2.54253E-06,3.58195E-06,5.42877E-06,2.31188E-06,2.02428E-06,1.63073E-06,2.20641E-06
tr|G3GRG8|G3GRG8_CRIGR,0.000369192,0.000464641,0.000127743,5.92658E-05,0.000120502,0.000117133,3.4636E-05,0,0,0,1.85323E-05,8.15799E-05,0,5.96462E-05,5.15243E-05,4.17078E-05,1.53863E-05
tr|G3GRG9|G3GRG9_CRIGR,8.25131E-06,0,0,2.18202E-05,0,1.92165E-05,2.75558E-05,3.54844E-05,2.26174E-05,2.42332E-05,2.1003E-05,1.74537E-05,2.22387E-05,2.44065E-05,2.91093E-05,1.75792E-05,1.53545E-05
tr|G3GRH6|G3GRH6_CRIGR,0,0,1.03061E-06,5.5416E-06,1.77875E-06,4.67155E-06,2.30833E-07,2.5494E-06,2.05212E-06,0,8.28258E-07,5.70296E-06,1.15247E-05,6.06367E-07,7.03791E-06,9.28805E-06,2.75971E-06
tr|G3GRH9|G3GRH9_CRIGR,5.52379E-05,6.40841E-05,8.45659E-05,0.000104116,0.000133406,0.000146509,0.000153711,0.00016191,0.00022669,0.000140798,0.000242404,0.000161743,0.000173213,0.000209969,0.000152534,0.000139956,0.000122334
tr|G3GRI8|G3GRI8_CRIGR;tr|G3ILB7|G3ILB7_CRIGR;tr|G3H2X0|G3H2X0_CRIGR,0,2.44658E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3GRK8|G3GRK8_CRIGR;tr|G3HSD8|G3HSD8_CRIGR,4.62173E-05,3.381E-05,6.34489E-05,6.5317E-05,6.19266E-05,5.61216E-05,5.87542E-05,5.09828E-05,4.06649E-05,4.03097E-05,4.16701E-05,2.3161E-05,3.28889E-05,3.77167E-05,3.38722E-05,1.59645E-05,1.38969E-05
tr|G3GRM2|G3GRM2_CRIGR,4.9073E-05,5.05876E-05,1.76477E-05,1.64128E-05,1.34978E-05,6.24956E-06,6.65512E-06,3.41994E-06,6.13253E-07,4.4035E-06,3.43661E-06,0,4.75429E-06,6.74952E-07,0,0,0
tr|G3GRM7|G3GRM7_CRIGR,0,0,1.25767E-06,7.76186E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3GRN0|G3GRN0_CRIGR,0,0,0,3.12252E-05,0,0,0,0,0,0,0,0,0,1.29823E-05,3.11209E-05,2.88045E-05,0
tr|G3GRQ1|G3GRQ1_CRIGR,0,0,4.68377E-06,1.23893E-05,9.90448E-06,1.03754E-05,6.40191E-06,0,7.10401E-07,8.82163E-07,0,0,0,6.3365E-07,0,2.2171E-06,0
tr|G3GRR8|G3GRR8_CRIGR,0.000406073,0.000206859,0.000489344,0.000667275,0.000503313,0.000604185,0.000500637,0.000472591,0.000151903,0.000158145,0.000237449,6.41675E-05,0.000376287,0.00024834,0.000214017,0.000198876,2.22855E-05
tr|G3GRS9|G3GRS9_CRIGR,0.000124524,0.000134105,3.97603E-05,1.43998E-05,3.96667E-05,4.79038E-05,4.71206E-05,3.02297E-05,6.62618E-05,6.85946E-05,8.5091E-05,8.55331E-05,2.65804E-05,4.56438E-05,4.00676E-05,3.63428E-05,6.47882E-05
tr|G3GRT0|G3GRT0_CRIGR,0.000215182,0.000251618,0.000417102,0.000655035,0.000455801,0.00052924,0.000287464,0.000145794,0.000134871,0.000182695,0.000211544,0.000278954,0.000162135,0.000176848,0.000167774,0.000208313,0.000195642
tr|G3GRT8|G3GRT8_CRIGR,3.41649E-05,3.84089E-05,5.86133E-06,2.0732E-05,0,3.02971E-05,2.01354E-05,4.17977E-05,1.15762E-05,8.42283E-06,3.2896E-06,1.00718E-05,2.68856E-05,8.21793E-06,9.64688E-06,3.36736E-06,0
tr|G3GRU9|G3GRU9_CRIGR;tr|G3HKV8|G3HKV8_CRIGR,0,0,2.56496E-05,2.63869E-05,1.45284E-05,1.23776E-05,1.10845E-05,1.00228E-05,4.71797E-06,3.22383E-06,8.83907E-06,0,7.41524E-06,1.92847E-05,9.32143E-06,6.50982E-06,2.19852E-05
tr|G3GRV0|G3GRV0_CRIGR,0,0,0,2.4128E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3GRV4|G3GRV4_CRIGR;tr|G3HXH2|G3HXH2_CRIGR;tr|G3I736|G3I736_CRIGR,0,0,4.66326E-05,1.83846E-05,2.73036E-05,8.09021E-05,3.38524E-05,1.85656E-05,5.47053E-05,4.41217E-05,6.33236E-05,4.94914E-05,4.14931E-05,8.20867E-05,8.68979E-05,6.385E-05,7.80435E-05
tr|G3GRW3|G3GRW3_CRIGR;tr|G3I3T6|G3I3T6_CRIGR,0,0,0,0,0,1.20955E-05,0,0,0,0,0,0,0,0,1.02089E-05,0,0
tr|G3GRX2|G3GRX2_CRIGR,0,0,0,8.66498E-06,1.69086E-06,8.45741E-06,7.72092E-06,8.49516E-06,3.45941E-06,6.6455E-07,0,0,7.93505E-07,2.64924E-06,0,0,0
tr|G3GRX4|G3GRX4_CRIGR,6.64102E-06,4.70571E-06,1.94116E-05,5.20827E-05,6.47386E-05,8.33054E-05,5.12603E-05,3.33455E-05,2.3079E-05,3.26473E-05,2.75378E-05,4.68118E-05,5.09955E-05,6.63366E-05,6.66107E-05,5.21006E-05,5.74215E-05
tr|G3GRY7|G3GRY7_CRIGR,0,0,0,9.23141E-06,2.42235E-05,4.41175E-05,9.464E-06,0,2.91254E-05,0,4.7781E-05,4.56176E-05,2.97761E-05,4.13527E-05,4.91642E-05,3.31755E-05,7.60047E-05
tr|G3GRZ4|G3GRZ4_CRIGR,0,0,0,0,0,7.27433E-07,0,0,0,0,0,0,0,0,0,5.53883E-06,1.23871E-06
tr|G3GS17|G3GS17_CRIGR,0,0,1.0298E-05,2.64135E-06,0,0,1.89664E-05,1.74894E-06,2.27036E-06,0,0,0,1.95359E-05,4.5667E-06,3.789E-06,1.40193E-05,8.40499E-06
tr|G3GS40|G3GS40_CRIGR,0,0,0,0,0,0,8.21413E-07,0,0,0,0,0,1.59047E-06,0,0,0,0
tr|G3GS47|G3GS47_CRIGR,0,0,0,0,0,0,2.46693E-07,0,0,0,0,0,0,0,0,1.25108E-06,0
tr|G3GS49|G3GS49_CRIGR,0,0,0,0,3.32033E-06,0,0,2.75088E-06,0,0,0,0,0,0,0,0,0
tr|G3GS61|G3GS61_CRIGR,0,0,0,0,0,0,7.80447E-06,1.57424E-05,1.72947E-05,1.68253E-05,0,7.86164E-06,3.13603E-05,0,1.05076E-05,1.93431E-05,0
tr|G3GS62|G3GS62_CRIGR,0,2.99541E-06,4.27342E-06,8.94433E-06,6.69641E-06,6.90083E-06,1.08803E-05,1.36324E-06,2.23927E-06,9.46756E-06,1.77878E-06,1.11755E-05,2.18297E-05,1.14317E-05,8.69729E-06,4.33277E-06,0
tr|G3GS70|G3GS70_CRIGR,0.000152098,0.000154556,0.000289154,0.000383422,0.000355248,0.000244259,0.000316484,0.000162448,0.000245263,0.0002784,0.000210124,0.000307625,0.000272882,0.00026764,0.000297077,0.000268938,0.000187616
tr|G3GS73|G3GS73_CRIGR,0.000171313,0.000198164,0.000257664,0.000210792,0.000264292,0.000108292,0.000105939,0,3.39336E-05,4.39666E-05,5.17594E-05,0,0,0.000150045,4.82949E-05,8.63119E-05,9.46187E-06
tr|G3GS78|G3GS78_CRIGR,5.10941E-06,1.54612E-05,2.81629E-05,3.10679E-05,3.6978E-05,5.00904E-05,5.73433E-05,4.05344E-05,5.16851E-05,4.11933E-05,5.05205E-05,2.66066E-05,3.0698E-05,4.18931E-05,3.0812E-05,3.53031E-05,1.94822E-05
tr|G3GS91|G3GS91_CRIGR,0,0,0,0,0,2.01235E-05,4.66772E-05,1.65745E-05,6.89425E-05,0.000102692,0.000112714,6.74966E-05,4.74299E-05,0.000102616,6.63966E-05,3.52251E-05,0.000104806
tr|G3GS92|G3GS92_CRIGR,1.23029E-05,0,5.72376E-06,6.50239E-06,0,3.31969E-05,3.23923E-05,4.30082E-05,6.0045E-05,9.65443E-05,8.21847E-05,4.58887E-05,4.59933E-05,5.35501E-05,8.49923E-05,5.90323E-05,0.00011152
tr|G3GSA0|G3GSA0_CRIGR,0,0,0,4.4389E-06,0,0,1.29502E-05,1.17406E-05,3.25657E-05,1.77177E-05,0,2.82543E-05,1.96506E-05,2.39848E-05,2.05527E-05,1.12151E-05,0
tr|G3GSB7|G3GSB7_CRIGR;tr|G3H9A3|G3H9A3_CRIGR;tr|G3ILW8|G3ILW8_CRIGR,1.78853E-05,0,0,1.64034E-05,1.19912E-05,0,2.6436E-05,3.2535E-05,3.32921E-05,2.51784E-05,4.38707E-05,9.87414E-06,3.62623E-05,3.06109E-05,6.88964E-06,1.01381E-05,0
tr|G3GSC9|G3GSC9_CRIGR,0,0,0,2.29358E-06,0,0,0,0,0,0,0,0,0,0,1.45008E-06,2.37801E-06,0
tr|G3GSE2|G3GSE2_CRIGR,0,0,1.96671E-06,0,0,2.90742E-06,1.95748E-06,0,0,0,0,0,0,0,0,0,0
tr|G3GSF3|G3GSF3_CRIGR,4.56105E-05,6.69656E-05,8.22688E-05,3.10971E-05,6.30295E-06,2.57954E-05,4.58956E-05,4.24841E-05,2.14281E-05,3.24286E-05,1.76633E-05,1.7675E-05,3.99517E-05,1.29215E-05,2.02626E-05,1.67377E-05,7.80394E-06
tr|G3GSF9|G3GSF9_CRIGR,0,0,0,1.97762E-05,0,1.49023E-05,1.20554E-05,0,1.9207E-05,4.77217E-06,1.79405E-05,0,0,0,0,1.57301E-05,5.73323E-05
tr|G3GSG4|G3GSG4_CRIGR,0.000921156,0.001145108,0.001430893,0.001218048,0.001044479,0.000652212,0.000661099,0.000550031,0.000525819,0.000750742,0.00113264,0.000721643,0.000382327,0.000542591,0.000510147,0.000564185,0.000706901
tr|G3GSH2|G3GSH2_CRIGR,0,0,5.74774E-07,2.79435E-06,0,1.29631E-06,2.15416E-06,1.9037E-06,2.28231E-07,1.29626E-06,0,2.72485E-07,7.50279E-07,5.59152E-07,5.5434E-07,5.42067E-07,0
tr|G3GSH5|G3GSH5_CRIGR,3.87456E-05,1.56879E-05,2.70049E-05,6.29756E-05,2.90889E-05,3.76702E-05,3.16525E-05,1.63616E-05,1.04167E-05,7.52502E-06,1.50025E-05,3.78303E-06,8.97884E-06,3.9645E-06,3.27192E-06,2.94727E-06,8.08622E-07
tr|G3GSH8|G3GSH8_CRIGR,0,0,9.59598E-06,8.33397E-06,1.32368E-05,5.95895E-06,5.34212E-06,6.67034E-06,5.94367E-06,4.31799E-06,1.66746E-05,8.51699E-06,1.17215E-05,9.21947E-06,1.04139E-05,2.78009E-06,1.98717E-05
tr|G3GSI7|G3GSI7_CRIGR,0,0,0,3.59269E-07,0,1.06393E-06,2.16784E-07,0,0,0,5.69003E-07,0,0,0,4.36433E-07,2.16367E-07,0
tr|G3GSJ8|G3GSJ8_CRIGR;tr|G3I1G0|G3I1G0_CRIGR,6.17569E-07,0,2.38416E-06,2.10999E-06,4.59838E-06,2.51027E-06,3.74147E-06,2.47476E-06,6.07666E-06,6.79243E-06,2.90444E-06,6.60086E-06,4.60316E-06,1.05338E-05,1.10563E-05,5.98231E-06,2.35125E-05
tr|G3GSK1|G3GSK1_CRIGR,0,0,9.01287E-06,1.53625E-05,1.1331E-05,1.12169E-05,1.54007E-05,2.05928E-05,5.56753E-06,1.59126E-05,0,2.39168E-06,1.57271E-05,4.13752E-06,3.21684E-06,6.61883E-06,0
tr|G3GSK4|G3GSK4_CRIGR,0,0,6.16645E-06,1.45193E-05,4.29661E-06,8.589E-06,1.2207E-05,1.11896E-05,3.78688E-06,1.10242E-05,4.08974E-06,9.81586E-06,8.48054E-06,1.70499E-06,8.40074E-06,1.69868E-06,1.09326E-05
tr|G3GSL6|G3GSL6_CRIGR,0,0,1.19868E-05,2.42956E-05,1.27553E-05,1.00397E-05,1.40889E-05,2.11821E-05,1.04194E-05,5.6804E-06,8.90565E-06,8.21913E-06,1.07987E-05,7.76496E-06,9.21384E-06,1.27152E-05,8.60897E-06
tr|G3GSM5|G3GSM5_CRIGR,1.32044E-06,1.4887E-06,2.44301E-05,2.06821E-05,1.83161E-05,2.93239E-05,1.52188E-05,1.99105E-05,1.99381E-05,1.19179E-05,2.48804E-05,2.9934E-05,9.66362E-06,1.41727E-05,1.65638E-05,1.51269E-05,1.87073E-05
tr|G3GSN1|G3GSN1_CRIGR,2.14312E-06,1.4229E-06,2.54524E-06,3.48524E-06,2.58564E-06,3.92588E-06,3.268E-06,2.0444E-06,8.40398E-07,0,9.07357E-07,0,2.50873E-06,6.75473E-07,0,0,0
tr|G3GSN8|G3GSN8_CRIGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55287E-06
tr|G3GSP0|G3GSP0_CRIGR,1.01971E-05,1.92777E-05,4.85747E-05,4.42265E-05,3.16145E-05,4.04849E-05,3.94374E-05,9.05103E-06,2.55296E-06,4.05183E-06,9.88934E-06,2.92702E-06,3.29837E-06,1.71663E-06,5.13899E-06,5.06254E-06,0
tr|G3GSP4|G3GSP4_CRIGR,0,0,2.23823E-06,2.21769E-06,2.92717E-06,2.00951E-06,2.1739E-06,2.95453E-06,1.35679E-06,1.81179E-06,2.07787E-06,2.06899E-06,2.04004E-06,1.6919E-06,1.75016E-06,1.18308E-06,2.28595E-06
tr|G3GSP8|G3GSP8_CRIGR,5.99864E-05,0,2.45453E-05,0,5.92243E-05,7.14353E-05,0,0,0,0,0,0,0,0,0,0,0
tr|G3GSP9|G3GSP9_CRIGR,0,0,0,1.68572E-06,0,1.11822E-06,2.09507E-06,1.16103E-06,7.68441E-06,0,0,1.7854E-06,0,6.56473E-06,0,0,0
tr|G3GSS6|G3GSS6_CRIGR,0,0,0,2.22817E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3GSU0|G3GSU0_CRIGR,6.99099E-06,5.45212E-06,1.2021E-05,9.38785E-06,3.95189E-05,8.84115E-06,2.54408E-05,5.35745E-06,0,0,0,0,0,5.35976E-06,0,0,0
tr|G3GSU6|G3GSU6_CRIGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08335E-06
tr|G3GSW3|G3GSW3_CRIGR,4.31524E-06,1.303E-05,4.68787E-05,6.73618E-05,5.61594E-05,5.00242E-05,7.41435E-05,5.6223E-05,3.95136E-05,5.22683E-05,2.22453E-05,3.94585E-05,4.38407E-05,2.75582E-05,2.89E-05,2.74055E-05,1.11643E-05
tr|G3GSX6|G3GSX6_CRIGR,0,0,0,0,0,0,0,0,0,0,0,3.15851E-06,0,0,0,0,0
tr|G3GSY1|G3GSY1_CRIGR,0,0,0.000102756,8.7793E-05,4.88917E-05,0.000104439,4.01388E-05,4.54324E-05,4.08957E-05,0,2.80345E-05,0,5.32264E-05,5.82618E-05,4.70766E-05,6.26753E-05,9.65795E-05
tr|G3GSZ0|G3GSZ0_CRIGR,6.32273E-06,4.9089E-06,5.22885E-06,6.17069E-06,6.41826E-06,6.24176E-06,5.77408E-06,7.23571E-06,6.06654E-06,5.13332E-06,5.63038E-06,5.74308E-06,6.21822E-06,4.92022E-06,5.87955E-06,7.02209E-06,7.91945E-06
tr|G3GSZ1|G3GSZ1_CRIGR,0.000401725,0.000428577,0.000218412,8.65896E-05,0.000118752,0.000133326,0.00011515,7.38024E-05,7.27168E-05,7.91908E-05,8.81899E-05,3.11535E-05,6.29192E-05,4.86027E-05,4.32675E-05,5.32963E-05,5.2644E-06
tr|G3GT05|G3GT05_CRIGR,0.000558281,0.000341517,0.000965498,0.001068661,0.000911282,0.001035408,0.00091352,0.000842787,0.000683723,0.000770716,0.00083265,0.000717446,0.000976109,0.000769544,0.000808439,0.00087995,0.000550824
tr|G3GT06|G3GT06_CRIGR,0.000374638,0.000240898,0.000695655,0.000892026,0.00054109,0.000822968,0.000751339,0.000750832,0.000456754,0.000523718,0.000606815,0.000481039,0.000793969,0.000560699,0.000649834,0.0007322,0.000422125
tr|G3GT34|G3GT34_CRIGR,0,0,9.61585E-06,8.48723E-06,0,0,0,9.32849E-06,1.20052E-05,1.10885E-05,5.98254E-06,0,2.59063E-05,7.87617E-06,8.5731E-06,0,0
tr|G3GT45|G3GT45_CRIGR,0.000358858,0.000358943,0.000506603,0.00050049,0.000426569,0.000234007,0.000301452,0.000262114,0.000400323,0.000489472,0.000273605,0.000551573,0.000267708,0.000293116,0.000318868,0.000351918,0.000213866
tr|G3GT56|G3GT56_CRIGR,0.000147163,0.000185546,0.000356773,0.000486059,0.00033773,0.000381627,0.000333733,0.00024332,0.000178323,0.000215513,0.000241148,0.000256126,0.000229721,0.000285435,0.00027884,0.000277128,0.000191808
tr|G3GT57|G3GT57_CRIGR,0,0,2.57238E-06,5.90475E-06,1.94266E-06,4.66178E-06,3.58589E-06,6.95721E-06,4.23763E-06,3.67869E-06,2.54992E-06,1.84832E-06,5.34186E-06,8.28513E-07,0,7.26834E-07,3.7884E-06
tr|G3GT61|G3GT61_CRIGR,7.45755E-06,5.23357E-06,2.12227E-05,8.51662E-06,4.18891E-06,1.63979E-05,5.69033E-06,0,1.11512E-05,9.62464E-06,7.64226E-06,2.57317E-05,3.39602E-06,0,1.08283E-05,2.24161E-05,2.20067E-05
tr|G3GT64|G3GT64_CRIGR;CON__ENSEMBL:ENSBTAP00000001528,0,0,0,5.83857E-07,0,2.76054E-06,2.75996E-06,4.71195E-06,5.07402E-06,1.79892E-06,3.50155E-06,6.70524E-07,9.79936E-07,1.492E-06,2.32688E-06,2.26855E-06,1.923E-06
tr|G3GT76|G3GT76_CRIGR,2.3527E-05,3.08327E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3GTA4|G3GTA4_CRIGR,0,0,0,4.41758E-06,0,1.50851E-06,5.43645E-06,5.66427E-06,1.31416E-05,7.54127E-06,1.81976E-06,2.66691E-06,1.95768E-05,1.15481E-06,5.87581E-06,6.32514E-06,1.29662E-06
tr|G3GTA7|G3GTA7_CRIGR,8.98004E-06,7.12391E-06,4.27484E-06,2.64238E-06,9.39905E-07,1.68195E-06,5.56164E-07,2.2251E-06,0,0,1.18178E-06,0,0,0,0,0,0
tr|G3GTB7|G3GTB7_CRIGR,0.000132967,0.000185401,0.000411502,0.000448523,0.000503937,0.000522684,0.000473618,0.000412332,0.000389611,0.000354713,0.000507319,0.000337952,0.000376242,0.00042079,0.00027907,0.000280607,0.000195088
tr|G3GTC7|G3GTC7_CRIGR,3.09862E-05,3.14256E-05,0.000134497,0.000186253,0.000267659,0.000252745,0.000261692,0.000150745,0.000221117,0.000232251,0.000307459,0.000409314,0.000233,0.000344381,0.000290573,0.000411498,0.000866739
tr|G3GTC9|G3GTC9_CRIGR,0,1.22855E-06,8.37139E-06,1.17223E-05,2.53797E-06,2.64053E-05,4.92329E-06,9.64028E-06,2.67251E-06,7.01857E-06,1.5094E-06,5.50188E-06,4.61145E-06,6.54156E-06,6.77348E-06,1.23967E-06,2.02027E-06
tr|G3GTD6|G3GTD6_CRIGR,7.45072E-05,4.4839E-05,0.000302154,0.000780458,0.000935365,0.000624373,0.00101068,0.000510117,0.000674755,0.000802064,0.000683671,0.000664731,0.000417682,0.000973559,0.000511651,0.000658438,0.000561095
tr|G3GTD7|G3GTD7_CRIGR,0,0,0,0,0,0,0,0,0,0,0,0,1.51003E-06,0,0,0,9.37147E-06
tr|G3GTE4|G3GTE4_CRIGR,1.87108E-05,2.40537E-05,2.36997E-05,3.86731E-05,3.88745E-05,4.22831E-05,1.28464E-05,2.71046E-05,2.88349E-05,1.48632E-05,1.37143E-05,2.77881E-05,2.47557E-05,3.28277E-05,4.54889E-05,2.83679E-05,2.42935E-05
tr|G3GTF3|G3GTF3_CRIGR,4.27652E-06,0,7.33077E-06,1.72251E-05,0,7.62349E-06,0,0,0,0,0,0,4.82871E-06,0,0,0,0
tr|G3GTH2|G3GTH2_CRIGR,3.39992E-05,3.80961E-05,3.67248E-05,2.11772E-05,4.72451E-05,4.71804E-05,4.1169E-05,5.08918E-05,4.94647E-05,3.40055E-05,4.42276E-05,6.08384E-05,4.77697E-05,4.37815E-05,4.92916E-05,5.35838E-05,7.76365E-05
tr|G3GTJ3|G3GTJ3_CRIGR;tr|G3IHS0|G3IHS0_CRIGR;tr|G3IHF4|G3IHF4_CRIGR;tr|G3IJG4|G3IJG4_CRIGR;tr|G3H5G9|G3H5G9_CRIGR,0.00461448,0.003527789,0.004060904,0.005070228,0.00412844,0.004504575,0.004056868,0.004489176,0.002602585,0.002173144,0.002264811,0.001640144,0.003285795,0.001845864,0.002039216,0.002400265,0.001293754
tr|G3GTK2|G3GTK2_CRIGR,0.00024931,0.0002281,0.000541028,0.000707535,0.00058915,0.000652331,0.000582293,0.000685167,0.000430381,0.000417255,0.000517629,0.000403031,0.000441067,0.000321448,0.000395425,0.000456236,0.000416232
tr|G3GTN0|G3GTN0_CRIGR,3.17275E-06,1.49105E-05,4.72352E-06,2.26092E-06,0,0,6.16353E-06,4.27394E-06,8.25395E-06,3.88263E-06,0,1.90279E-06,6.00323E-06,4.06321E-06,5.5086E-06,9.98331E-06,1.02059E-06
tr|G3GTN1|G3GTN1_CRIGR,1.39524E-05,7.32439E-05,3.74995E-05,0.000110777,8.73017E-05,6.07936E-05,8.81582E-05,3.18993E-05,3.70087E-05,3.25234E-05,0,2.83446E-05,3.43893E-05,2.01837E-05,3.36752E-05,2.04456E-05,0
tr|G3GTR7|G3GTR7_CRIGR,0,0,0,0,1.3917E-06,0,0,0,0,0,0,0,0,0,0,7.18645E-07,0
tr|G3GTS4|G3GTS4_CRIGR,0,0,0,5.98099E-06,0,0,0,0,0,4.46809E-06,0,0,0,0,0,0,0
tr|G3GTS6|G3GTS6_CRIGR,0,0,3.95331E-05,6.29885E-05,3.77747E-05,9.8348E-05,0.000119921,9.92788E-05,7.92268E-05,7.26638E-05,5.39999E-05,3.78261E-05,0.000107258,8.01867E-05,7.0074E-05,0.000119996,2.64552E-05
tr|G3GTT2|G3GTT2_CRIGR,0.001868095,0.001776332,0.004450902,0.003921803,0.003797885,0.001356589,0.006391471,0.008536619,0.00854721,0.010821709,0.005609127,0.004700433,0.010663871,0.006713602,0.005794445,0.006078886,0.005572306
