,Day 3,Day 5,Day 10,Day 12,Day 14,Day 18,Day 22,Day 23,Day 26,Day 27,Day 28,Day 30,Day 38,Day 39,Day 40,Day 41,Day 45
tr|G3IBQ9|G3IBQ9_CRIGR,4.197E-05,3.33888E-05,0.000106511,7.13105E-05,5.53064E-05,4.29363E-05,4.53492E-05,3.30095E-05,2.70427E-05,3.28043E-05,2.82858E-05,2.28189E-05,3.25327E-05,3.6758E-05,3.18777E-05,2.84673E-05,2.31527E-05
tr|G3IBR7|G3IBR7_CRIGR,0,7.23943E-07,9.40713E-07,1.76841E-06,1.38122E-06,6.00726E-07,0,5.38277E-07,0,0,2.30626E-07,0,0,1.24245E-06,0,0,0
tr|G3IBU3|G3IBU3_CRIGR,0,6.0606E-05,0.000104956,1.05078E-05,3.53253E-05,1.9828E-05,9.4822E-06,9.36436E-06,8.42909E-06,0,0,0,1.11549E-05,0,0,0,0
tr|G3IBU4|G3IBU4_CRIGR,0,0,4.57522E-05,7.39759E-06,7.82746E-06,0,3.13695E-05,1.89005E-05,1.1602E-05,0,0,0,0,0,0,0,0
tr|G3IBV7|G3IBV7_CRIGR,7.35546E-05,5.55878E-05,0.000130889,0.0002023,0.000412616,0.000409735,0.000344244,0.000439975,0.000173239,0.000155355,0.000164057,0.000279393,0.000360536,0.000112092,0.000261095,0.000237191,0.000283259
tr|G3IBX8|G3IBX8_CRIGR,0,0,0,2.55136E-06,2.7823E-06,0,0,0,0,0,0,0,0,3.94023E-06,4.4686E-06,0,0
tr|G3IBY2|G3IBY2_CRIGR,0,0,0,0,0,0,0,0,0,0,4.54806E-06,0,0,1.20341E-06,1.68373E-06,0,0
tr|G3IBY4|G3IBY4_CRIGR,4.64948E-05,4.13916E-05,0.000127543,0.000132162,0.00019777,0.000162829,0.000152249,0.000112185,0.000114927,0.000136031,0.000145339,0.000249488,0.00010642,0.000122675,0.000139923,0.000133546,0.000233761
tr|G3IBZ4|G3IBZ4_CRIGR,0,0,3.27097E-05,0.000101236,7.57322E-05,0,4.66584E-05,3.80947E-06,3.00167E-05,3.73157E-05,0,0.000116443,1.04881E-05,2.29444E-05,5.61994E-05,7.83483E-05,0
tr|G3IC04|G3IC04_CRIGR,0,0,0,1.1045E-05,2.99831E-05,2.59987E-05,1.79119E-05,1.71979E-05,0,0,0,0,0,0,0,0,0
tr|G3IC05|G3IC05_CRIGR,0,1.93301E-05,4.62161E-05,3.11255E-05,2.4682E-05,2.85037E-05,0,5.89046E-06,8.5859E-06,0,5.87017E-06,0,1.66544E-05,7.16021E-06,2.64767E-05,0,1.21811E-05
tr|G3IC08|G3IC08_CRIGR,0,0,0,0,0,4.55028E-06,0,0,0,0,0,0,0,0,0,0,0
tr|G3IC10|G3IC10_CRIGR,0,0,0,7.62408E-06,0,4.07119E-06,0,4.48256E-06,9.05091E-06,0,0,0,0,4.77286E-06,0,0,0
tr|G3IC16|G3IC16_CRIGR,6.16762E-05,0.000101752,0.000180958,0.000408176,0.000525004,0.000308093,0.000559735,0.00037125,0.000801704,0.000647061,0.00056763,0.000930493,0.000420023,0.000776901,0.000599089,0.000738639,0.000846086
tr|G3IC54|G3IC54_CRIGR,0,0,0,1.72483E-05,1.07327E-05,1.23028E-05,0,0,0,0,0,0,0,0,0,0,0
tr|G3IC63|G3IC63_CRIGR,0,0,6.04308E-05,0.000174915,8.89468E-05,0.000242486,0.0001956,0.000234119,0.000175262,0.000117439,0.000116314,7.59765E-05,0.000113808,7.65837E-05,0.000118255,0.00020044,0
tr|G3IC89|G3IC89_CRIGR;tr|G3IFU4|G3IFU4_CRIGR,0,0,0,0,0,0,1.11053E-06,0,8.12022E-07,0,0,0,0,0,0,0,0
tr|G3IC91|G3IC91_CRIGR;tr|G3ILH4|G3ILH4_CRIGR,2.96712E-05,4.37272E-05,7.80202E-05,0.00010623,9.66227E-05,0.000133248,9.57855E-05,0.000109694,9.47789E-05,9.05115E-05,0.000105412,0.000110759,9.44134E-05,7.6045E-05,0.000122639,0.000142255,0.000118592
tr|G3IC99|G3IC99_CRIGR,7.18917E-05,0.00011924,0.00017206,0.000240025,0.000235334,0.000198571,0.000210902,0.000331791,0.000244313,0.000171964,0.000277844,0.000247022,0.000306015,0.000318198,0.000263354,0.000346705,0.000306393
tr|G3ICB5|G3ICB5_CRIGR,0,0,0,2.26892E-06,9.22829E-06,9.15792E-06,1.69781E-05,1.07771E-05,7.92065E-06,9.42016E-06,6.6035E-06,1.51532E-05,1.37138E-05,1.21511E-05,1.86466E-05,1.7747E-05,2.43386E-05
tr|G3ICB6|G3ICB6_CRIGR,8.3708E-05,0.000304296,0.000217591,0.000102723,0.00014935,5.39082E-05,8.29499E-05,3.01191E-05,0.00011196,2.96377E-05,0,0,0,7.8727E-05,2.52161E-05,5.43773E-05,0
tr|G3ICB9|G3ICB9_CRIGR,0,1.12103E-05,1.81021E-05,1.25088E-05,9.69122E-06,1.0689E-05,3.63427E-06,1.10924E-05,3.02136E-06,4.24371E-06,1.723E-05,9.40796E-06,7.59188E-06,6.21081E-06,1.45404E-05,5.91905E-06,2.18058E-05
tr|G3ICC2|G3ICC2_CRIGR,0,4.99494E-06,2.43796E-05,3.96392E-05,5.41197E-05,4.46494E-05,5.04235E-05,6.87193E-05,5.85359E-05,3.99407E-05,3.2189E-05,5.03225E-05,6.24646E-05,4.52059E-05,6.0471E-05,5.05858E-05,7.11995E-05
tr|G3ICD3|G3ICD3_CRIGR,0.002467627,0.002374095,0.003459341,0.002103455,0.00171569,0.001845453,0.001484486,0.001192151,0.000556584,0.000652376,0.000470588,0.000305801,0.000441313,0.000347978,0.000366348,0.00057225,0.000237195
tr|G3ICE3|G3ICE3_CRIGR,0,0,1.06194E-05,1.92656E-05,1.32888E-05,1.33713E-05,2.49631E-05,2.03551E-05,4.01612E-05,6.62722E-05,1.96878E-05,2.46963E-05,3.89569E-05,3.16489E-05,6.74564E-05,3.16161E-05,2.15609E-05
tr|G3ICG1|G3ICG1_CRIGR,0,1.54579E-06,7.07424E-06,9.83051E-06,4.70927E-06,1.11421E-05,4.37355E-06,7.47886E-06,0,2.40145E-06,1.53359E-06,3.65821E-06,5.82523E-06,2.37334E-06,1.35502E-06,8.84356E-07,0
tr|G3ICG5|G3ICG5_CRIGR,0,0,0,2.2831E-06,1.99049E-05,0,1.29407E-05,1.04329E-05,2.02205E-05,2.07456E-05,1.21889E-05,5.06307E-05,9.84946E-06,1.50926E-05,1.06543E-05,2.3757E-05,7.84914E-06
tr|G3IQ33|G3IQ33_CRIGR;tr|G3ICG9|G3ICG9_CRIGR,0,0,0,0,0,0,1.97136E-05,0,0,7.50945E-05,4.94402E-05,0,1.58154E-05,7.01308E-05,3.63698E-05,0,0
tr|G3ICH9|G3ICH9_CRIGR,2.75403E-06,0,3.36878E-05,3.39173E-05,2.74864E-05,3.90138E-05,3.04855E-05,2.94047E-05,2.15313E-05,2.57418E-05,2.26411E-05,1.09788E-05,2.66141E-05,9.96266E-06,1.14165E-05,6.91252E-06,2.9889E-06
tr|G3ICI5|G3ICI5_CRIGR,0,1.36581E-05,0,8.56054E-06,0,5.93941E-06,1.03163E-05,0,0,0,0,0,0,0,4.95389E-06,0,0
tr|G3ICL7|G3ICL7_CRIGR,9.05811E-06,9.11296E-06,4.86362E-05,1.04881E-05,8.77191E-06,4.29545E-05,1.61244E-05,2.56108E-06,2.10201E-05,2.20828E-06,6.40481E-06,1.10396E-06,8.41823E-06,4.02011E-05,5.78267E-06,7.90769E-06,0
tr|G3ICS3|G3ICS3_CRIGR,0,0,0,3.61693E-06,0,3.98963E-06,1.35445E-06,0,1.65697E-06,0,0,0,5.74515E-06,0,2.84471E-06,0,0
tr|G3ICW1|G3ICW1_CRIGR,7.53562E-05,7.66352E-05,0.000154258,0.000132368,0.000117023,0.000114643,1.89159E-05,5.1908E-05,8.15688E-05,6.81003E-05,3.36181E-05,7.43119E-05,0.000120522,6.01154E-05,3.74351E-05,3.01465E-06,7.67448E-06
tr|G3ICY6|G3ICY6_CRIGR,0.000486733,0.000540168,0.000733566,0.0008015,0.000436684,0.000527286,0.000564835,0.000549556,0.000308877,0.000311001,0.000430581,0.000173566,0.000291576,0.000305084,0.000332181,0.000279376,8.75144E-05
tr|G3ID08|G3ID08_CRIGR,2.14685E-05,2.05214E-05,4.62713E-05,4.9107E-05,3.2265E-05,3.77601E-05,3.04046E-05,2.59251E-05,1.11723E-05,1.0515E-05,1.67181E-05,1.9777E-05,1.4305E-05,9.92559E-06,1.41657E-05,1.45367E-05,3.93764E-06
tr|G3ID21|G3ID21_CRIGR,0,0,0,0,0,2.24969E-05,8.60425E-06,1.67565E-05,6.02765E-06,3.49913E-06,3.75273E-06,0,1.68667E-05,3.15568E-06,1.35646E-05,5.56159E-06,6.71826E-06
tr|G3ID55|G3ID55_CRIGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000361605,0,0
tr|G3ID63|G3ID63_CRIGR,0,0,0,0,0,9.63307E-06,1.3339E-05,6.74074E-06,1.36059E-05,1.74591E-05,9.52649E-06,2.07068E-05,1.2699E-05,1.04846E-05,8.94191E-06,2.14052E-05,3.23695E-05
tr|G3ID64|G3ID64_CRIGR,0,0,0,5.16572E-07,0,0,0,0,0,0,0,0,4.99888E-07,3.89939E-07,1.62068E-07,5.78745E-07,0
tr|G3ID68|G3ID68_CRIGR,8.15916E-06,8.71707E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3ID74|G3ID74_CRIGR,0,0,0.000133781,1.70179E-05,1.75194E-05,1.78486E-05,6.97234E-05,2.4945E-05,0,8.46684E-05,2.3321E-05,2.04458E-05,3.00667E-05,0.000159684,6.89178E-05,0.00010181,1.4187E-05
tr|G3ID82|G3ID82_CRIGR;tr|G3ID81|G3ID81_CRIGR,0,0,9.70704E-06,0,0,0,0.001048142,0,0,0,0,0.000957602,3.6818E-06,0,0,0,0
tr|G3ID93|G3ID93_CRIGR,3.74451E-06,4.16737E-06,1.68684E-05,1.84645E-05,1.89331E-05,2.19075E-05,1.70791E-05,2.77962E-05,2.26324E-05,1.75254E-05,1.62624E-05,1.73557E-05,2.2256E-05,1.55305E-05,1.67447E-05,1.6623E-05,0
tr|G3ID97|G3ID97_CRIGR;CON__Q2KJC7,0.000279482,0.000236759,0.000390266,0.000280432,0.000577284,0.000631402,0.000705926,0.00064425,0.000422568,0.000573775,0.000637052,0.000367941,0.000346416,0.000267026,0.000294128,0.00022724,0.000230533
tr|G3IDC2|G3IDC2_CRIGR;tr|G3IGQ4|G3IGQ4_CRIGR;tr|G3ILE5|G3ILE5_CRIGR,0.002895879,0.002382591,0.003539644,0.003341272,0.003644489,0.00315823,0.003645252,0.004291104,0.003462058,0.003123353,0.003905499,0.003876772,0.003793299,0.003340582,0.003776319,0.003624006,0.006141591
tr|G3IDD4|G3IDD4_CRIGR,0.000483772,0.000396418,0.001191356,0.002273471,0.002487544,0.002546678,0.001813025,0.001446874,0.002276541,0.001712393,0.002250015,0.002888598,0.001589742,0.002468161,0.001584546,0.001744651,0.002750381
tr|G3IDD9|G3IDD9_CRIGR,0.000751885,0.000688167,0.001103244,0.001329444,0.000945663,0.001200017,0.000642617,0.000884241,0.000655368,0.00067189,0.000388612,0.00036333,0.000815313,0.000535872,0.000287822,0.000739599,0.000241326
tr|G3IDE4|G3IDE4_CRIGR;tr|G3HHH2|G3HHH2_CRIGR,0.001507953,0.000992807,0.000553555,0.000386206,0.000359864,0.000504324,0.000406313,0.000381805,0.000299733,0.000272753,0.000286792,0.000343965,0.000209961,0.000132465,0.000143001,0.000222043,0.000179754
tr|G3IDI9|G3IDI9_CRIGR,0,0,0,0,0,0,2.32362E-06,0,1.78778E-06,0,0,0,3.67405E-06,0,3.2678E-06,1.55595E-06,0
tr|G3IDJ8|G3IDJ8_CRIGR,1.41725E-05,1.35764E-05,3.84918E-05,5.11028E-05,3.87207E-05,5.37175E-05,5.38713E-05,5.06199E-05,2.83916E-05,2.75042E-05,3.25378E-05,1.83548E-05,4.00355E-05,2.39077E-05,4.07399E-05,3.61327E-05,3.74894E-05
tr|G3IDL3|G3IDL3_CRIGR;tr|G3H2R3|G3H2R3_CRIGR,0,0,0,0,0,0,0,0,0,0,0,1.45418E-05,0,0,0,0,6.11392E-05
tr|G3IDL7|G3IDL7_CRIGR,0.007560681,0.005500206,0.005232161,0.005028713,0.004018915,0.005835634,0.005037228,0.006231607,0.004082106,0.00378296,0.003987932,0.004181053,0.003806964,0.003771376,0.004834521,0.004366146,0.005676241
tr|G3IDM2|G3IDM2_CRIGR,0.002362842,0.002501359,0.004459264,0.005650501,0.006040026,0.00502291,0.003863155,0.003060186,0.002833661,0.002520145,0.003761886,0.004021438,0.003242706,0.004848333,0.003962972,0.002923547,0.002687651
tr|G3IDM7|G3IDM7_CRIGR,0,0,0,0,0,6.63662E-06,1.01196E-05,0,1.88254E-05,8.05856E-06,4.01682E-06,3.47993E-06,0,1.24795E-05,2.70045E-05,1.95549E-05,1.94975E-05
tr|G3IDM9|G3IDM9_CRIGR,0,0,2.37044E-06,1.55791E-05,0,1.3651E-05,1.52087E-05,9.88001E-06,7.14066E-06,6.52647E-06,5.42348E-06,2.6871E-06,5.07486E-06,1.85768E-06,2.15848E-06,2.85204E-06,0
tr|G3IDN7|G3IDN7_CRIGR,0.001376143,0.001335318,0.000441824,0.000261557,0.00036454,0.000221454,0.000174686,6.69288E-05,0.000166729,0.000232806,7.95931E-05,0.00021879,0.000126061,6.44251E-05,9.808E-05,0.000111276,4.22597E-05
tr|G3IDP5|G3IDP5_CRIGR,0.000307087,0.00029513,0.000263312,0.000147281,0.00010612,0.00017126,0.000152074,0.000146228,0.000152398,0.000181165,0.000169165,0.000100726,0.000242283,0.00021728,0.000205881,0.000187789,0.000131507
tr|G3IDR6|G3IDR6_CRIGR,5.00318E-05,6.17142E-05,0.000227452,0.000165271,0.000196307,0.000301356,0.000189536,0.000183619,9.86211E-05,0.000155829,0.000183832,7.90041E-05,0.000171719,0.000172161,0.000197937,0.000206839,0.000152981
tr|G3IDS0|G3IDS0_CRIGR,0,0,1.66869E-06,5.23861E-06,6.06242E-06,5.30249E-06,3.90736E-06,1.26617E-05,1.86741E-05,2.99823E-05,5.43522E-06,8.85733E-06,1.37375E-05,5.02333E-06,2.61818E-06,1.79221E-06,0
tr|G3IDS2|G3IDS2_CRIGR,0.000108674,7.70094E-05,0.000366996,0.000335468,0.0003678,0.00039838,0.000266725,0.000277817,0.000237423,0.000236198,0.000340326,0.000277172,0.000275315,0.000410254,0.000386138,0.000369517,0.00046905
tr|G3IDS3|G3IDS3_CRIGR,0,0,0,0,0,1.34571E-06,0,8.02666E-07,0,6.92649E-07,0,6.84543E-07,0,0,0,0,0
tr|G3IDS4|G3IDS4_CRIGR,0,0,0,4.94319E-05,1.18366E-05,1.93292E-05,1.1416E-05,1.40759E-05,7.78488E-06,3.07074E-05,0,2.21442E-05,1.66198E-05,1.08565E-05,1.66152E-05,2.22337E-05,0
tr|G3IDS7|G3IDS7_CRIGR,0,0,0,0,2.41336E-06,0,0,0,0,0,0,0,3.0923E-06,0,0,0,3.1774E-06
tr|G3IDT6|G3IDT6_CRIGR,0.00047087,0.00048167,0.000491205,0.00082016,0.000968726,0.001414584,0.001478557,0.001568239,0.001759879,0.001120087,0.001554261,0.001357483,0.001175977,0.001384369,0.001115477,0.001182963,0.002259611
tr|G3IDU1|G3IDU1_CRIGR,0,3.94718E-06,2.42929E-05,1.51957E-05,1.21844E-05,1.97484E-05,5.83337E-06,1.17003E-05,1.09931E-05,7.35372E-06,2.00471E-05,4.12911E-06,1.1215E-05,9.68751E-06,2.04205E-05,1.65683E-05,1.83782E-05
tr|G3IDU4|G3IDU4_CRIGR,1.24978E-05,1.3661E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3IDU7|G3IDU7_CRIGR,0.00032707,0.000351369,0.000157452,0.000112634,0.000120826,0.000184262,0.000194428,0.000119753,0.000192416,0.000179405,0.000171396,0.000129541,0.000169241,0.000188438,0.000206031,0.000178515,0.000171308
tr|G3IE01|G3IE01_CRIGR,0,0,4.48861E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3IE04|G3IE04_CRIGR,6.81476E-05,9.13971E-05,0.000145994,0.000340376,0.000224839,0.000358516,0.000371795,0.000297986,0.000246451,0.000294982,0.000148639,0.000248517,0.000238593,0.00027597,0.000288384,0.000328276,4.36547E-05
tr|G3IE06|G3IE06_CRIGR,1.49629E-05,8.61945E-06,4.42708E-05,4.6684E-05,4.91796E-05,5.0813E-05,5.14119E-05,4.36285E-05,4.85693E-05,5.96822E-05,5.34233E-05,4.31601E-05,5.25842E-05,4.66807E-05,5.53804E-05,7.02153E-05,6.62211E-05
tr|G3IE21|G3IE21_CRIGR,0.000140311,0.000177832,0.000121311,0.000127142,0.000124965,0.000145367,0.000152943,0.000148905,0.000140716,9.90021E-05,7.52354E-05,0.00015638,0.000114218,0.000182901,0.000128714,0.000237022,0.000169125
tr|G3IE25|G3IE25_CRIGR,4.62463E-05,7.49432E-05,1.9948E-05,6.87732E-05,9.26378E-05,3.40802E-05,4.06826E-05,3.18817E-05,4.81762E-05,4.40323E-05,2.55873E-05,4.90202E-05,3.91027E-05,3.01388E-05,3.62184E-05,4.26928E-05,4.07919E-05
tr|G3IE48|G3IE48_CRIGR;tr|G3I5X5|G3I5X5_CRIGR,2.28477E-05,5.1712E-05,9.16859E-05,0.000121959,0.000116391,7.41105E-05,0.000117704,8.80881E-05,8.38157E-05,0.000103092,2.72407E-05,0.000115742,0.000148544,0.00011924,0.000127719,0.000147298,3.34252E-05
tr|G3IE68|G3IE68_CRIGR,5.3488E-06,9.45209E-06,5.55337E-06,2.09907E-05,1.34583E-05,5.91049E-05,8.50588E-05,4.6583E-05,5.81334E-05,7.38893E-05,3.40773E-05,7.03638E-05,4.9353E-05,2.09628E-05,2.2279E-05,2.86803E-05,5.35583E-05
tr|G3IEA7|G3IEA7_CRIGR,0,0,1.24979E-05,1.20137E-05,1.1943E-05,1.48621E-05,0,7.15477E-06,1.3874E-05,3.39588E-06,2.12331E-05,1.69081E-05,6.43859E-06,2.39581E-06,1.54777E-05,2.13108E-05,9.13141E-06
tr|G3IEA9|G3IEA9_CRIGR,0,0,0,9.33885E-06,4.09478E-06,3.79516E-06,3.59896E-06,1.73426E-06,3.24775E-06,0,0,2.62629E-06,1.4357E-06,2.85852E-06,2.36601E-06,0,0
tr|G3IEB7|G3IEB7_CRIGR,0.00075027,0.000683269,0.000614279,0.000623688,0.000463326,0.000455966,0.000457461,0.000407649,0.000476848,0.00054898,0.000336263,0.000351912,0.000357075,0.000403291,0.000347677,0.000312439,0.000241972
tr|G3IED5|G3IED5_CRIGR;tr|G3I1A7|G3I1A7_CRIGR;tr|G3HMB8|G3HMB8_CRIGR;tr|G3GTN6|G3GTN6_CRIGR,0.001289354,0.00102343,0.000988721,0.000971533,0.001191203,0.00114998,0.000840616,0.000868621,0.000693023,0.000470473,0.000766504,0.000689298,0.000831784,0.000780434,0.000773806,0.000678827,0.000693658
tr|G3IEE4|G3IEE4_CRIGR,0,0,0,0,0,0,0,4.55193E-06,0,0,8.91786E-06,0,1.45802E-05,7.0235E-06,7.59086E-06,0,0
tr|G3IEE6|G3IEE6_CRIGR;tr|G3IM57|G3IM57_CRIGR,6.1699E-05,0.000103896,0.000420889,0.000605826,0.000453181,0.000340274,0.000269481,0.000251353,0.000224335,0.000233212,0.000279781,0.000205438,0.000386681,0.000549282,0.00044215,0.000441732,6.66424E-05
tr|G3IEF1|G3IEF1_CRIGR;tr|G3HPQ9|G3HPQ9_CRIGR;tr|G3GUD6|G3GUD6_CRIGR;tr|G3HHX9|G3HHX9_CRIGR;tr|G3H5K3|G3H5K3_CRIGR,0.00013224,0.000177004,4.13079E-05,4.03088E-05,3.0079E-05,8.02717E-05,0.000115386,0.000149991,7.08364E-05,6.50291E-05,0.000122382,4.60061E-05,0.000110929,5.58886E-05,0.000118742,7.59254E-05,0.000104499
tr|G3IEG2|G3IEG2_CRIGR,6.20904E-05,7.84646E-05,8.89392E-05,0.000120868,0.000157067,0.000186476,8.99977E-05,0.000110366,5.7109E-05,7.36862E-05,0.000105533,0.000103124,0.000122043,5.32941E-05,8.67159E-05,8.71535E-05,0.000104437
tr|G3IEG6|G3IEG6_CRIGR,0,0,5.63352E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tr|G3IEG9|G3IEG9_CRIGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21258E-05,0
tr|G3IEH3|G3IEH3_CRIGR,1.46509E-06,0,1.43861E-05,2.42037E-05,4.65489E-06,2.16608E-05,2.06179E-05,2.02196E-05,1.23962E-05,1.12564E-05,1.52925E-06,2.37217E-06,9.17898E-06,6.00922E-06,2.5661E-06,1.02459E-05,0
tr|G3IEK1|G3IEK1_CRIGR,5.63934E-05,7.99759E-05,0.000134805,0.000192742,0.000210139,0.000219894,0.000114638,0.00012303,8.53567E-05,0.000118962,0.000134583,0.000148661,0.000106375,9.43785E-05,0.000111232,0.000138375,0.000111889
tr|G3IEK4|G3IEK4_CRIGR,3.48483E-06,0,1.88247E-06,3.62036E-06,0,3.74E-06,1.12698E-05,9.9225E-06,9.1473E-06,9.37277E-06,0,6.13637E-06,8.3192E-06,2.22852E-06,2.54463E-06,8.09351E-06,5.17327E-06
tr|G3IEP6|G3IEP6_CRIGR,1.35024E-05,2.3383E-05,5.06745E-05,3.11934E-05,4.11519E-05,9.13586E-05,8.07331E-05,4.39903E-05,6.03403E-05,7.30091E-05,5.73501E-05,8.54739E-05,3.45578E-05,2.83257E-05,2.94411E-05,2.05438E-05,8.71577E-05
tr|G3IER2|G3IER2_CRIGR,4.59377E-06,7.87557E-06,1.4078E-05,1.47324E-05,1.26927E-05,1.48148E-05,1.33767E-05,1.30576E-05,7.63282E-06,4.31893E-06,1.152E-05,3.48618E-06,7.62668E-06,7.36179E-06,9.42153E-06,8.21437E-06,3.80418E-06
tr|G3IEU2|G3IEU2_CRIGR,0.001383308,0.00107965,0.002132211,0.002646166,0.003013082,0.002843037,0.00151137,0.001503215,0.001795654,0.001614217,0.002121198,0.002223961,0.002058894,0.002032153,0.002113835,0.002566201,0.00373233
tr|G3IEW9|G3IEW9_CRIGR,0,0,0,0,0,4.87359E-05,5.12731E-05,0,7.75229E-05,6.0708E-05,2.3894E-05,5.99154E-05,0,3.94272E-05,8.77169E-05,0.000119036,7.64158E-05
tr|G3IEX0|G3IEX0_CRIGR,0,0,0,2.65768E-06,9.28724E-07,1.15408E-05,1.28626E-05,2.66291E-05,1.68555E-05,1.80184E-05,1.19341E-05,1.09382E-05,2.47639E-05,2.18479E-05,9.96859E-06,1.46344E-05,1.54119E-05
tr|G3IEX2|G3IEX2_CRIGR,0.000232764,0.000156479,0.000251195,0.000539427,0.000343976,0.000669225,0.000660924,0.000723478,0.000638709,0.00035707,0.000446739,0.000397871,0.000873443,0.0006373,0.000563279,0.00069306,0.00045429
tr|G3IEX3|G3IEX3_CRIGR,0,4.30511E-06,2.56702E-05,2.21253E-05,2.33765E-05,2.1965E-05,2.64643E-05,1.88096E-05,0,7.78976E-06,1.28899E-05,7.06256E-06,1.10611E-05,1.16877E-05,1.03138E-05,2.37383E-06,0
tr|G3IEY0|G3IEY0_CRIGR,0,0,2.65568E-05,7.85048E-06,8.14187E-06,1.10128E-05,2.2495E-05,1.74016E-05,0.000100189,1.32463E-05,5.52834E-05,1.62562E-06,1.12278E-05,7.58596E-05,2.02781E-05,4.30588E-06,0
tr|G3IEY5|G3IEY5_CRIGR,0,0,4.89912E-06,2.16431E-05,1.45639E-05,1.88438E-05,1.92972E-05,1.06582E-05,3.42411E-06,3.55892E-06,8.7894E-06,1.2558E-06,1.43123E-06,3.33635E-06,4.09572E-06,7.65184E-06,0
tr|G3IEY9|G3IEY9_CRIGR;tr|G3H132|G3H132_CRIGR;tr|G3ICC6|G3ICC6_CRIGR,0.002413785,0.003310862,0.00384792,0.003971828,0.004304533,0.003380992,0.003953712,0.002317418,0.003378969,0.004854095,0.003180975,0.005148874,0.00318331,0.004815778,0.004326001,0.004547614,0.007963835
tr|G3IEZ1|G3IEZ1_CRIGR,0,0,0,4.66006E-06,0,0,1.93774E-06,3.25206E-06,3.13214E-06,2.6752E-06,0,0,0,0,8.66678E-06,4.02275E-06,0
tr|G3IEZ9|G3IEZ9_CRIGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30112E-05
tr|G3IF39|G3IF39_CRIGR,9.61041E-06,7.93251E-06,1.73827E-05,4.80884E-05,3.68181E-05,9.66302E-06,3.08203E-05,7.85071E-05,2.72966E-05,2.53917E-05,0,1.57267E-05,5.29814E-05,1.56411E-05,1.46555E-05,3.52788E-05,0
tr|G3IF40|G3IF40_CRIGR;tr|G3IF46|G3IF46_CRIGR;tr|G3IF41|G3IF41_CRIGR;tr|G3IF43|G3IF43_CRIGR,0.000115995,0.000117499,0.000157023,0.000171838,0.000147967,0.000123154,9.04356E-05,8.20509E-06,4.45499E-05,6.14413E-05,7.76872E-05,7.13823E-05,1.64941E-05,2.89843E-05,4.36979E-05,4.98205E-05,2.14614E-05
tr|G3IF52|G3IF52_CRIGR,0.002369676,0.002075819,0.00120016,0.000821561,0.000966106,0.001118619,0.00168669,0.001702424,0.001722068,0.001743336,0.001396792,0.001509327,0.001478057,0.001111828,0.001438253,0.000961224,0.001358329
tr|G3IF62|G3IF62_CRIGR,6.06511E-05,5.73539E-05,0.000187363,0.000229814,0.000212698,0.000224606,0.000246842,0.000205629,0.000198512,0.00021814,0.000170668,0.000182366,0.000209825,0.000225314,0.000198954,0.000249967,0.000182235
tr|G3IF65|G3IF65_CRIGR;tr|G3HMW9|G3HMW9_CRIGR,0,0,0,1.62108E-07,8.80999E-07,6.82912E-07,1.07981E-06,3.46036E-07,1.05084E-06,4.26951E-07,9.78776E-08,2.25504E-06,0,2.63058E-07,1.29662E-06,0,0
tr|G3IF79|G3IF79_CRIGR,0,0,0,1.05929E-06,0,0,0,4.40761E-07,0,5.03413E-07,5.21504E-07,0,2.24646E-07,1.23434E-07,0,0,0
tr|G3IF80|G3IF80_CRIGR;tr|G3HY43|G3HY43_CRIGR,0.000410422,0.000535016,0.003727544,0.004438555,0.005226585,0.004185916,0.004461612,0.004758165,0.003958422,0.004899188,0.004450712,0.005583295,0.004059577,0.0041505,0.00476654,0.004866498,0.006916081
tr|G3IFA9|G3IFA9_CRIGR;tr|G3HNN6|G3HNN6_CRIGR;tr|G3H2J4|G3H2J4_CRIGR;tr|G3GS83|G3GS83_CRIGR;tr|G3IGW5|G3IGW5_CRIGR,1.77197E-05,3.14943E-06,7.15139E-05,6.32352E-05,5.73917E-05,0.000101563,5.93842E-05,4.72508E-05,1.66824E-05,2.63667E-05,4.12145E-05,4.06898E-05,5.5871E-05,2.87161E-05,3.62756E-05,3.94769E-05,3.86169E-05
tr|G3IFB0|G3IFB0_CRIGR,0,0,1.24459E-06,6.93714E-07,1.025E-06,1.1949E-06,6.08941E-08,5.57288E-06,2.13141E-06,7.54601E-07,1.15514E-06,4.53423E-07,5.7222E-06,3.63311E-07,1.21322E-06,4.16819E-06,0
tr|G3IFE7|G3IFE7_CRIGR,1.22541E-05,7.67816E-06,3.5327E-05,5.71634E-05,0.000101647,7.23162E-05,2.62979E-05,4.05747E-05,5.81083E-05,2.46598E-05,6.86336E-05,9.56673E-05,5.14245E-05,4.62827E-05,6.88107E-05,7.21864E-05,0.000131149
tr|G3IFH1|G3IFH1_CRIGR,2.88718E-05,2.5104E-05,3.64487E-05,2.73607E-05,1.08212E-05,1.50244E-05,0,0,0,0,1.18448E-05,0,0,0,3.94825E-06,0,0
